Economy,Year,Access to clean fuels and technologies for cooking  (% of population),People using safely managed drinking water services (% of population),People using safely managed sanitation services (% of population),"Fertility rate, total (births per woman)","Life expectancy at birth, total (years)","Government expenditure on education, total (% of government expenditure)","School enrollment, primary (% gross)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Hospital beds (per 1,000 people)","Mortality rate, under-5 (per 1,000 live births)",Prevalence of overweight (% of adults),Prevalence of undernourishment (% of population),Gini index,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population)
Croatia,2013,99.99999999999999,59.967399484221744,73.2803785134025,32.55813953488372,54.72628637185596,16.829904842895473,39.38622927458647,19.513196110620015,42.967293988671656,46.2888665997994,80.34014103574935,54.518950437317784,63.785165490238356,19.40913775334937,100.0,51.38121546961327,65.90506885933166,42.94255488078107,73.86363636363637
Croatia,2014,99.99999999999999,60.11225761546268,72.90137202143146,32.55813953488372,55.824857586002395,15.715797616414335,40.19141520152516,27.143578734688703,44.09281929471953,46.15847542627884,81.24217721596588,55.247813411078724,64.75951244267956,17.347990381312258,100.0,50.82872928176795,65.90506885933166,46.737470535404725,72.5
Croatia,2015,99.99999999999999,60.26722904539383,72.72128230156231,26.744186046511615,52.617058230707016,14.601690389933182,41.593570066822,29.905922464957683,48.503562945368174,49.88632564359746,81.11735325521477,50.291545189504376,65.75023573875228,15.252490553074551,100.0,56.35359116022099,77.05426495999794,47.85788499001444,73.63636363636365
Croatia,2016,99.99999999999999,60.432611223976835,72.54455455530614,29.069767441860463,57.237204182718756,13.487583163452044,39.90881780893142,25.621921959843405,52.954503928375665,60.1571380809094,82.90184204745353,49.27113702623906,65.75023573875228,13.122638268636223,100.0,57.45856353591162,72.24458144279647,52.58844211368837,72.5
Croatia,2017,99.99999999999999,60.60899905113462,72.37141291423717,27.90697674418604,55.84201159324982,12.370423588405203,40.970844807333094,28.321126404849082,58.60771057920702,66.49281176863926,83.86450214312353,49.708454810495624,66.7578952936752,11.027138440398517,100.0,60.22099447513813,79.67583006949916,54.02207448065617,74.0909090909091
Croatia,2018,99.99999999999999,60.79579762694425,72.2001763915489,33.72093023255813,57.21933542516922,12.00900253654531,40.126181902212636,28.02121479984848,65.12333272428285,75.77398863256437,84.73094731679572,50.58309037900874,66.7578952936752,8.931638612160754,100.0,64.08839779005527,82.4666422867755,63.353573854696926,76.36363636363637
Croatia,2019,99.99999999999999,60.99270950144415,72.0318535793252,33.72093023255813,59.39860909591232,13.250150286644285,40.41575997997262,28.842025508271263,71.68280650465924,81.84219324640588,85.30959918396124,51.457725947521865,67.78308023850647,6.836138783923047,100.0,68.5082872928177,85.45007210910326,65.62169604111861,76.36363636363637
Croatia,2020,99.99999999999999,61.200329574557315,71.86644447756609,34.883720930232556,54.395356982038265,8.166796181986136,41.58851508790846,30.654122995327697,69.97990133382058,78.8665997993982,85.88944309440811,51.74927113702624,67.78308023850647,4.740638955685341,100.0,65.19337016574588,85.45007210910326,68.12283586499629,74.31818181818183
Czechia,2012,99.99999999999999,92.96709311076143,88.65255459564982,31.395348837209298,58.33506064656308,17.18032931102738,41.27534710855204,44.37113271877763,80.98666179426274,80.63189568706119,79.07010406537847,71.13702623906705,85.78430499983827,29.336997595328057,100.0,83.9779005524862,95.87854184539307,81.9229035910366,98.40909090909092
Czechia,2013,99.99999999999999,93.77466975618029,88.79655913207289,32.55813953488372,59.04981094854509,17.49849713355718,39.88378362764544,48.37100644020708,80.17175223826055,80.71882313607489,80.52082073882843,67.78425655976677,87.20477490302332,28.203366540707663,100.0,81.76795580110499,100.0,85.67874189805836,95.90909090909092
Czechia,2014,99.99999999999999,94.38325237736882,88.92946915557309,40.69767441860465,63.68711090780437,16.141518701523395,37.24002965587627,50.35357999747444,83.96126438881784,83.5439652290204,79.78941703974783,67.49271137026238,87.20477490302332,27.001030573686023,100.0,85.08287292817681,100.0,81.9229035910366,95.90909090909092
Czechia,2015,99.99999999999999,94.4799236148499,89.06618941583467,45.34883720930233,61.92596616372066,48.49126871251997,35.50520903541374,51.84998105821444,86.51196784213411,87.08793045804079,80.90397750784621,67.49271137026238,85.78430499983827,25.72998969426314,100.0,85.08287292817681,100.0,87.0713907044681,95.90909090909092
Czechia,2016,99.99999999999999,94.4992578623461,89.20290967609625,52.32558139534882,65.13376551901592,50.35775552395056,35.380760268828595,54.87119585806289,88.58761191302759,90.75225677031094,81.20880000408701,67.63848396501459,85.78430499983827,24.42459635863966,100.0,87.84530386740335,100.0,85.67874189805836,97.27272727272728
Czechia,2017,99.99999999999999,94.49777061253872,89.34142298895142,59.30232558139534,64.78496737164869,19.515270589270273,36.157542028538955,57.564086374542256,91.31006760460443,94.29287863590773,81.27555442784475,67.34693877551021,85.78430499983827,23.119203023016155,100.0,90.60773480662985,100.0,90.12095576289458,96.13636363636365
Czechia,2018,99.99999999999999,94.49598591276987,89.4816172886131,61.62790697674418,65.15163427656557,24.9754409630075,38.661682296982434,59.68240939512563,93.74748766672758,96.45603477097961,81.57560875096001,67.49271137026238,87.20477490302332,21.81380968739265,100.0,90.05524861878453,100.0,91.80194782814203,95.00000000000001
Czechia,2019,99.99999999999999,94.49390376303944,89.62349257508126,61.62790697674418,66.58113488052948,29.06030526516429,41.09409000751023,60.092814749337066,93.43321761374018,97.22835172183217,81.81963703985002,67.20116618075802,88.66032165849158,20.50841635176917,100.0,88.39779005524863,100.0,93.60756789405777,96.36363636363637
Czechia,2020,99.99999999999999,94.49182161330913,89.76716091414303,65.11627906976744,59.41576310315986,21.246132868055653,42.300544974869524,58.946836721808296,90.29782568974969,95.43965229020395,81.67454834331528,66.3265306122449,90.15272158710307,19.237375472346258,100.0,83.42541436464091,100.0,90.12095576289458,98.40909090909092
Denmark,2012,99.99999999999999,92.60122965814077,95.90410754729454,63.95348837209302,72.4556676125195,39.67274166825506,46.455737641780104,62.01540598560425,87.87136853645168,77.89368104312939,94.6400625311847,14.723032069970849,74.33945865804691,67.53692889041565,100.0,74.58563535911603,100.0,84.36140913618743,90.45454545454547
